Image,Xmin,Ymin,Xmax,Ymax
8c4beac462e5,0.166055,0.294961,0.810508,0.748008
8c4efa6aef6e,0.064492,0.173867,0.947227,0.810508
8c4fdc9525ef,0.169961,0.302773,0.767539,0.794883
8c5003d75709,0.099648,0.240273,0.892539,0.841758
8c59d6b9f7bf,0.197305,0.361367,0.814414,0.802695
8c5bb6d2fc75,0.119180,0.166055,0.923789,0.759727
8c5bc1541ca4,0.084023,0.166055,0.915977,0.755820
8c607bf0a1ea,0.064492,0.177773,0.896445,0.783164
8c6379f7c4ce,0.138711,0.248086,0.888633,0.806602
8c639c878fd4,0.236367,0.255898,0.806602,0.724570
8c66efd747e1,0.107461,0.224648,0.884727,0.794883
8c6dec65b6a7,0.115273,0.228555,0.908164,0.783164
8c706787b185,0.064492,0.158242,0.927695,0.853477
8c739dd6ec14,0.126992,0.232461,0.896445,0.755820
8c7496ecd669,0.130898,0.291055,0.880820,0.849570
8c771a83aa62,0.134805,0.212930,0.912070,0.724570
8c7b9d22aba7,0.158242,0.119180,0.869102,0.783164
8c7c99e08941,0.126992,0.146523,0.896445,0.818320
8c7e8d4167af,0.099648,0.099648,0.900352,0.779258
8c815385ba8c,0.103555,0.189492,0.826133,0.740195
8c83ee080dde,0.158242,0.193398,0.814414,0.775352
8c85d511276b,0.095742,0.111367,0.908164,0.919883
8c87d778a792,0.177773,0.244180,0.912070,0.767539
8c882e24806d,0.091836,0.205117,0.904258,0.814414
8c8dd44afcf0,0.115273,0.087930,0.884727,0.685508
8c8f41fb925a,0.123086,0.201211,0.951133,0.775352
8c8fbd9a5906,0.111367,0.158242,0.869102,0.783164
8c8fc4be685f,0.091836,0.150430,0.923789,0.865195
8c92f109a70c,0.130898,0.271523,0.900352,0.841758
8c9729b0e8d5,0.037148,0.216836,0.857383,0.861289
8c9cffa8cca3,0.134805,0.154336,0.912070,0.876914
8c9e53ee67a6,0.150430,0.201211,0.912070,0.794883
8c9eb7afeb89,0.103555,0.193398,0.904258,0.759727
8ca17a8c0f6a,0.080117,0.177773,0.904258,0.896445
8ca375f1a11c,0.130898,0.251992,0.830039,0.736289
8ca7e83359ec,0.087930,0.240273,0.923789,0.822227
8ca858e172e9,0.119180,0.166055,0.896445,0.771445
8ca8c160198b,0.072305,0.193398,0.935508,0.794883
8caa564ff8e2,0.158242,0.205117,0.798789,0.857383
8caffe65c737,0.205117,0.244180,0.830039,0.771445
8cb1a5a4c946,0.056680,0.271523,0.935508,0.865195
8cb725a5e308,0.064492,0.185586,0.880820,0.841758
8cb78c438544,0.048867,0.150430,0.880820,0.806602
8cba80ea2ec8,0.169961,0.240273,0.833945,0.748008
8cbe4863ea21,0.130898,0.181680,0.873008,0.732383
8cbeabe00c95,0.119180,0.166055,0.888633,0.794883
8cc2c74ee4f7,0.162148,0.193398,0.876914,0.794883
8cc3f645130f,0.068398,0.185586,0.915977,0.833945
8cc78b3c9d0a,0.146523,0.283242,0.845664,0.798789
8cc94e9a2f24,0.209023,0.291055,0.763633,0.736289
8cd28b93f447,0.080117,0.201211,0.892539,0.783164
8cd43aeb7ec6,0.087930,0.166055,0.892539,0.732383
8cd6d14fd523,0.103555,0.166055,0.896445,0.767539
8cd74bb82b71,0.041055,0.220742,1.001914,0.919883
8cd7b5d9c651,0.126992,0.244180,0.876914,0.814414
8cdafecbb7c7,0.138711,0.251992,0.880820,0.767539
8cdc0506395b,0.150430,0.232461,0.873008,0.759727
8cdd78525aa2,0.095742,0.185586,0.908164,0.787070
8cdf8a494637,0.173867,0.201211,0.915977,0.806602
8ce01afea658,0.177773,0.294961,0.861289,0.810508
8ce3a9ce7464,0.084023,0.248086,0.912070,0.806602
8ce6a085b046,0.021523,0.107461,0.865195,0.775352
8ce84d337283,0.146523,0.060586,0.904258,0.790977
8cecabb0bff9,0.123086,0.240273,0.861289,0.818320
8cecef6ddc4e,0.087930,0.146523,0.904258,0.755820
8cee6094ae1a,0.095742,0.255898,0.892539,0.912070
8cf13f2e07a7,0.130898,0.275430,0.837852,0.763633
8cf296bd601f,0.123086,0.251992,0.904258,0.779258
8cf29b0ae3cd,0.150430,0.166055,0.900352,0.763633
8cf63be78903,0.154336,0.267617,0.869102,0.841758
8cfba9854a1c,0.146523,0.107461,0.896445,0.837852
8cfcfaa5e3cb,0.166055,0.314492,0.845664,0.790977
8cfda1d90098,0.126992,0.224648,0.873008,0.732383
8d0329ad2ff5,0.103555,0.263711,0.865195,0.810508
8d045d79af35,0.044961,0.166055,0.955039,0.794883
8d06eef11179,0.068398,0.330117,0.951133,0.919883
8d071e25aa09,0.126992,0.162148,0.873008,0.775352
8d08299ed9d7,0.162148,0.201211,0.857383,0.802695
8d087fce1033,0.138711,0.212930,0.861289,0.767539
8d0b7ad155a2,0.154336,0.130898,0.915977,0.779258
8d1050a91104,0.021523,0.095742,0.974570,0.783164
8d13b5e69428,0.044961,0.123086,0.978477,0.814414
8d15906e2d4f,0.087930,0.201211,0.896445,0.826133
8d1704c5fd29,0.158242,0.306680,0.802695,0.814414
8d19cc8cb105,0.123086,0.209023,0.908164,0.755820
8d1c9760651f,0.111367,0.150430,0.919883,0.767539
8d206a9eac62,0.123086,0.189492,0.880820,0.837852
8d2296a3fa28,0.107461,0.259805,0.923789,0.818320
8d251fc94509,0.068398,0.142617,0.923789,0.783164
8d28512b3b36,0.044961,0.134805,0.958945,0.771445
8d289eec7912,0.099648,0.119180,0.869102,0.759727
8d29fb677ddf,0.154336,0.337930,0.888633,0.861289
8d2af9267aa7,0.068398,0.150430,0.939414,0.806602
8d3009cff570,0.169961,0.236367,0.826133,0.767539
8d3b6d63f1e4,0.107461,0.244180,0.869102,0.779258
8d3c46f069f9,0.259805,0.334023,0.771445,0.708945
8d3e8f3b39a8,0.041055,0.345742,0.990195,0.966758
8d3f00e2d9a9,0.076211,0.212930,0.915977,0.857383
8d459c224ed9,0.142617,0.193398,0.939414,0.771445
8d4978793a6e,0.048867,0.228555,0.955039,0.826133
8d4a40d41b50,0.084023,0.173867,0.931602,0.806602
8d4cf2dc6291,0.072305,0.259805,0.896445,0.794883
8d52544687bb,0.158242,0.251992,0.904258,0.787070
8d531b99154a,0.072305,0.166055,0.935508,0.775352
8d53839ef66a,0.087930,0.240273,0.927695,0.767539
8d539a07d4f3,0.111367,0.220742,0.880820,0.841758
8d54ba596286,0.115273,0.177773,0.892539,0.783164
8d55e501f469,0.107461,0.287148,0.943320,0.818320
8d585e857ea1,0.068398,0.134805,0.912070,0.708945
8d59015f5208,0.169961,0.236367,0.802695,0.720664
8d5b6a165a05,0.173867,0.236367,0.876914,0.806602
8d5ea0a88b9b,0.126992,0.212930,0.900352,0.798789
8d60c63cc549,0.146523,0.197305,0.880820,0.771445
8d62b42bb96c,0.126992,0.212930,0.900352,0.732383
8d6482f16471,0.158242,0.302773,0.884727,0.892539
8d6cb2c280d5,0.111367,0.154336,0.912070,0.790977
8d6cd21f63c5,0.146523,0.337930,0.876914,0.830039
8d6d06555a85,0.107461,0.228555,0.900352,0.787070
8d71a0fff0aa,0.068398,0.189492,0.927695,0.876914
8d741c72c174,0.126992,0.283242,0.880820,0.833945
8d77b823f2e7,0.111367,0.181680,0.896445,0.837852
8d7bcad6973f,0.056680,0.177773,0.939414,0.814414
8d7ccdaa4742,0.060586,0.205117,0.927695,0.873008
8d80787f57dc,0.150430,0.287148,0.841758,0.779258
8d813fb6e663,0.048867,0.173867,0.833945,0.873008
8d818794b63a,0.091836,0.185586,0.931602,0.759727
8d82a5339ecf,0.119180,0.209023,0.841758,0.751914
8d845966c52a,0.119180,0.255898,0.888633,0.775352
8d84ebd27a4d,0.154336,0.150430,0.849570,0.755820
8d86fb3eee7d,0.146523,0.181680,0.876914,0.759727
8d882cfe62c4,0.025430,0.251992,0.915977,0.994102
8d89700cbdd9,0.134805,0.134805,0.853477,0.658164
8d8b2c259dc8,0.279336,0.318398,0.771445,0.681602
8d8d22e99298,0.181680,0.275430,0.849570,0.712852
8d9416c102a2,0.068398,0.173867,0.908164,0.794883
8d961a97ab11,0.130898,0.255898,0.865195,0.853477
8d99391f2e2f,0.177773,0.263711,0.814414,0.849570
8d9d3f90fefd,0.091836,0.095742,0.896445,0.853477
8d9e6c4962e3,0.150430,0.130898,0.845664,0.740195
8da23ae6fb9d,0.091836,0.134805,0.919883,0.759727
8da68aa901f8,0.060586,0.162148,0.927695,0.798789
8da775e59d9d,0.111367,0.232461,0.919883,0.845664
8da9a88c887e,0.166055,0.248086,0.873008,0.794883
8dab7bc0e2cf,0.134805,0.275430,0.900352,0.845664
8daf1437f205,0.076211,0.185586,0.884727,0.853477
8daf820a5e45,0.084023,0.099648,1.001914,0.837852
8db08db7115a,0.126992,0.212930,0.900352,0.693320
8db1c4cecccc,0.072305,0.150430,0.900352,0.869102
8db28c1bc6bb,0.146523,0.138711,0.853477,0.708945
8db33a8f8c3c,0.041055,0.201211,0.951133,0.865195
8db8c6f6fc36,0.150430,0.353555,0.880820,0.822227
8db9d36fb80c,0.130898,0.126992,0.908164,0.783164
8dbce16f1af5,0.142617,0.283242,0.837852,0.790977
8dbd0de426cf,0.115273,0.220742,0.880820,0.790977
8dbdcc626692,0.158242,0.158242,0.884727,0.802695
8dbfd53ac389,0.029336,0.084023,0.958945,0.822227
8dbfe7df475d,0.142617,0.123086,0.861289,0.830039
8dc0a648bce8,0.130898,0.294961,0.861289,0.790977
8dc1b33ba6b2,0.072305,0.111367,0.931602,0.810508
8dc1b6941c78,0.130898,0.201211,0.865195,0.744102
8dc6504d82dd,0.048867,0.177773,0.923789,0.830039
8dc87bf3d2e1,0.126992,0.232461,0.880820,0.783164
8dc99a8656d5,0.154336,0.212930,0.814414,0.802695
8dca0b063cd7,0.084023,0.177773,0.892539,0.826133
8dccdbc34fbf,0.115273,0.216836,0.904258,0.728477
8dce12630d6b,0.177773,0.275430,0.830039,0.790977
8dd00aa33bb7,0.126992,0.232461,0.869102,0.873008
8dd1fff8fa07,0.138711,0.099648,0.908164,0.790977
8dd20b94cfcb,0.048867,0.224648,0.892539,0.740195
8dd3c4596b49,0.099648,0.209023,0.908164,0.728477
8dd4e7d680ca,0.091836,0.224648,0.873008,0.763633
8ddb73b00120,0.130898,0.189492,0.873008,0.771445
8ddb9b744368,0.076211,0.326211,0.853477,0.787070
8ddd2a49d4c8,0.150430,0.228555,0.853477,0.845664
8ddfa69fd897,0.076211,0.158242,0.947227,0.798789
8de0486aeb13,0.154336,0.216836,0.880820,0.845664
8de113fb8409,0.115273,0.212930,0.853477,0.740195
8de179b3fe51,0.084023,0.126992,0.923789,0.790977
8de6c2ee892e,0.169961,0.275430,0.814414,0.716758
8de874faf8b0,0.134805,0.232461,0.837852,0.755820
8deaea99c9ab,0.103555,0.103555,0.912070,0.755820
8debd6e4e9f2,0.119180,0.255898,0.892539,0.783164
8df350446fe2,0.091836,0.255898,0.923789,0.798789
8df41fb80d0a,0.044961,0.107461,0.927695,0.802695
8df8ce852e47,0.103555,0.209023,0.892539,0.873008
8dfa177b4560,0.166055,0.177773,0.806602,0.751914
8dfa58c0039d,0.158242,0.310586,0.919883,0.833945
8dfd8d087b4e,0.076211,0.115273,0.939414,0.900352
8e00000fab7c,0.091836,0.154336,0.935508,0.748008
8e01384fce01,0.056680,0.185586,0.869102,0.861289
8e02af399561,0.103555,0.169961,0.927695,0.759727
8e02b97bb974,0.162148,0.259805,0.873008,0.759727
8e0582625e1c,0.193398,0.197305,0.849570,0.767539
8e05bc5aeaec,0.126992,0.255898,0.900352,0.822227
8e090c286239,0.134805,0.294961,0.958945,0.947227
8e0b55737e5c,0.126992,0.224648,0.873008,0.705039
8e0c90ec8cf0,0.197305,0.220742,0.814414,0.748008
8e0d9b905f8b,0.076211,0.185586,0.896445,0.900352
8e0dcb93e035,0.134805,0.244180,0.912070,0.767539
8e114d39f257,0.142617,0.283242,0.873008,0.802695
8e14d5236719,0.126992,0.197305,0.841758,0.775352
8e16d6e75792,0.150430,0.341836,0.833945,0.923789
8e1ca514255e,0.150430,0.162148,0.857383,0.716758
8e22504a5bfb,0.095742,0.201211,0.849570,0.716758
8e27ed367e9e,0.084023,0.111367,0.888633,0.790977
8e296ad660d6,0.130898,0.228555,0.833945,0.833945
8e2b1d4c7ec7,0.091836,0.392617,0.802695,0.896445
8e2f1013a625,0.134805,0.228555,0.923789,0.763633
8e3276cae9b3,0.154336,0.228555,0.880820,0.763633
8e3335eb6ab4,0.146523,0.263711,0.873008,0.845664
8e3422942b86,0.123086,0.240273,0.888633,0.826133
8e34d903d2d2,0.107461,0.244180,0.880820,0.806602
8e39cbb5b4eb,0.138711,0.193398,0.896445,0.759727
8e3a92f18547,0.076211,0.232461,0.939414,0.798789
8e3c1d6460d0,0.130898,0.209023,0.880820,0.826133
8e3c43c23ad3,0.158242,0.146523,0.951133,0.755820
8e3e0a6f42fc,0.095742,0.212930,0.869102,0.830039
8e3ea3666cda,0.158242,0.177773,0.849570,0.763633
8e42ffbf1a10,0.087930,0.197305,0.935508,0.814414
8e43219a5d73,0.126992,0.201211,0.880820,0.759727
8e434fe9ab09,0.091836,0.064492,0.896445,0.748008
8e43b31c3935,0.130898,0.228555,0.869102,0.798789
8e452affda09,0.138711,0.298867,0.912070,0.830039
8e47afaa7ed5,0.095742,0.142617,0.896445,0.802695
8e4b33acab1c,0.146523,0.220742,0.806602,0.794883
8e4b50f3e0d3,0.162148,0.197305,0.845664,0.763633
8e4d280e8507,0.158242,0.224648,0.876914,0.751914
8e51786ad684,0.095742,0.173867,0.880820,0.779258
8e56000c1927,0.123086,0.189492,0.876914,0.697227
8e56d5c17a11,0.134805,0.271523,0.857383,0.790977
8e57a79a12fd,0.084023,0.189492,0.927695,0.826133
8e58b6265994,0.099648,0.173867,0.857383,0.759727
8e5909254d97,0.158242,0.267617,0.869102,0.794883
8e5f09c1d7e7,0.068398,0.150430,0.912070,0.810508
8e67e4e5ad9a,0.146523,0.240273,0.908164,0.845664
8e683fa870dd,0.107461,0.177773,0.884727,0.818320
8e6bf3520f84,0.146523,0.279336,0.822227,0.771445
8e6c6211c466,0.169961,0.209023,0.876914,0.802695
8e7031d3e216,0.119180,0.255898,0.923789,0.787070
8e72f426ea0f,0.181680,0.158242,0.837852,0.853477
8e7316a917c0,0.126992,0.220742,0.892539,0.814414
8e7468025f9f,0.154336,0.201211,0.884727,0.790977
8e77fecd7cb2,0.154336,0.341836,0.892539,0.853477
8e7833a91b6c,0.095742,0.169961,0.931602,0.841758
8e7bdb23f1b2,0.025430,0.142617,0.958945,0.857383
8e7ff5a5c7e1,0.115273,0.216836,0.908164,0.814414
8e8312c98fd6,0.119180,0.228555,0.915977,0.759727
8e8440f62f10,0.111367,0.255898,0.876914,0.900352
8e85611cef3e,0.212930,0.279336,0.794883,0.763633
8e884e5cdff5,0.126992,0.205117,0.888633,0.818320
8e88c9dd7261,0.130898,0.248086,0.865195,0.833945
8e8e4218d706,0.189492,0.240273,0.833945,0.775352
8e8e839115a8,0.154336,0.240273,0.818320,0.814414
8e929f7c8ff2,0.099648,0.220742,0.896445,0.806602
8e92a7f6d6fb,0.072305,0.103555,0.912070,0.798789
8e94838e0129,0.154336,0.248086,0.880820,0.748008
8e98a9587669,0.076211,0.173867,0.935508,0.794883
8e9c23a6bc36,0.173867,0.248086,0.884727,0.802695
8e9d2958e01a,0.095742,0.095742,0.919883,0.724570
8ea20f095f5f,0.138711,0.224648,0.896445,0.794883
8ea52b26e4b5,0.111367,0.201211,0.880820,0.806602
8ea672f9dcc8,0.134805,0.349648,0.873008,0.888633
8eaed61725b8,0.115273,0.240273,0.912070,0.826133
8eb497807c9e,0.099648,0.181680,0.912070,0.755820
8eb889a994d6,0.177773,0.294961,0.822227,0.736289
8ebcdd974740,0.091836,0.134805,0.861289,0.810508
8ebdc42b8edc,0.107461,0.209023,0.861289,0.771445
8ec1888d8dab,0.087930,0.166055,0.927695,0.755820
8ec1d4e43921,0.084023,0.119180,0.908164,0.724570
8ec400515074,0.169961,0.193398,0.833945,0.767539
8eca275518d4,0.076211,0.107461,0.927695,0.767539
8ecda975cf0c,0.080117,0.189492,0.915977,0.892539
8ed022f4cf63,0.126992,0.126992,0.896445,0.771445
8ed29b0980e6,0.084023,0.216836,0.915977,0.744102
8ed2a5fa8f92,0.177773,0.255898,0.798789,0.787070
8ed4a1f6a01c,0.060586,0.130898,0.955039,0.873008
8edca974ab51,0.150430,0.177773,0.826133,0.740195
8edd06f9130e,0.119180,0.318398,0.873008,0.794883
8edfeacc1337,0.154336,0.240273,0.837852,0.802695
8ee12b595119,0.248086,0.275430,0.802695,0.693320
8ee37eaf3e64,0.060586,0.173867,0.931602,0.857383
8ee421110dcd,0.123086,0.154336,0.892539,0.787070
8ee5b1f17146,0.150430,0.318398,0.861289,0.751914
8ee780b077d4,0.103555,0.146523,0.904258,0.798789
8eea5745148e,0.154336,0.330117,0.822227,0.775352
8eea94e9b804,0.142617,0.212930,0.873008,0.755820
8eeb14cdeec2,0.302773,0.365273,0.673789,0.603477
8eeba07d96be,0.326211,0.486367,0.716758,0.705039
8eebc386ddde,0.146523,0.209023,0.880820,0.810508
8eebd794862d,0.111367,0.169961,0.861289,0.790977
8eeeb4b2a4ad,0.154336,0.240273,0.849570,0.790977
8ef0bdf5f77c,0.287148,0.318398,0.755820,0.701133
8ef143995258,0.103555,0.193398,0.888633,0.783164
8ef5883fb9da,0.095742,0.111367,0.880820,0.794883
8ef81339c9fc,0.154336,0.205117,0.892539,0.814414
8efc1e1ab662,0.119180,0.294961,0.841758,0.830039
8f028cddce0d,0.130898,0.197305,0.857383,0.779258
8f03c8c43e17,0.123086,0.255898,0.853477,0.763633
8f047beed9ad,0.107461,0.212930,0.896445,0.767539
8f05efe8da13,0.080117,0.228555,0.962852,0.865195
8f091071fc10,0.103555,0.126992,0.892539,0.841758
8f0b699460e5,0.029336,0.177773,0.923789,0.830039
8f0dd7bb3fa8,0.130898,0.212930,0.896445,0.802695
8f101a8d658a,0.158242,0.240273,0.861289,0.794883
8f101e86bf87,0.025430,0.072305,0.904258,0.771445
8f106efac3f3,0.064492,0.185586,0.935508,0.853477
8f10fa84e608,0.185586,0.173867,0.884727,0.767539
8f1531f4af77,0.126992,0.189492,0.865195,0.802695
8f1572e127a7,0.076211,0.138711,0.923789,0.755820
8f16080dbb77,0.072305,0.087930,0.900352,0.806602
8f18e57872dc,0.138711,0.279336,0.904258,0.837852
8f1b6e190767,0.087930,0.154336,0.908164,0.861289
8f1caa90126c,0.166055,0.209023,0.826133,0.787070
8f24bcfdc457,0.103555,0.228555,0.908164,0.790977
8f273275cdbe,0.099648,0.162148,0.900352,0.845664
8f273f40459d,0.084023,0.119180,0.912070,0.814414
8f2b8b92d678,0.181680,0.263711,0.849570,0.740195
8f2cd33c8797,0.099648,0.271523,0.915977,0.790977
8f37f48f467e,0.115273,0.255898,0.873008,0.759727
8f3835870529,0.095742,0.173867,0.912070,0.853477
8f3a33ff3a7f,0.130898,0.263711,0.908164,0.806602
8f3c86dc3e56,0.177773,0.318398,0.830039,0.814414
8f4058b8157f,0.150430,0.248086,0.880820,0.767539
8f439f069bba,0.189492,0.263711,0.849570,0.771445
8f45af819849,0.123086,0.158242,0.908164,0.853477
8f46d6f2bc2f,0.154336,0.334023,0.853477,0.857383
8f4781452f7b,0.126992,0.181680,0.888633,0.701133
8f4781aeece6,0.080117,0.216836,0.912070,0.775352
8f4a7156ce81,0.162148,0.228555,0.912070,0.712852
8f4c1fec2347,0.091836,0.150430,0.935508,0.748008
8f4c89952835,0.134805,0.267617,0.845664,0.751914
8f4cdcfe1d88,0.123086,0.240273,0.876914,0.861289
8f520cb95714,0.111367,0.205117,0.939414,0.818320
8f591e6fd301,0.072305,0.232461,0.896445,0.865195
8f5993d09099,0.091836,0.220742,0.915977,0.720664
8f5c5a43c598,0.123086,0.177773,0.884727,0.783164
8f5d481a02c2,0.107461,0.173867,0.884727,0.798789
8f5dba5dd0f3,0.103555,0.189492,0.896445,0.787070
8f5e85d43f59,0.130898,0.291055,0.837852,0.771445
8f6125bed23f,0.181680,0.255898,0.833945,0.732383
8f65211ac90e,0.087930,0.193398,0.915977,0.814414
8f66a04272e1,0.107461,0.209023,0.900352,0.826133
8f687dc00b1b,0.146523,0.185586,0.857383,0.708945
8f68f43f9e78,0.130898,0.224648,0.876914,0.884727
8f6a96f5eeaa,0.099648,0.244180,0.900352,0.720664
8f6c076b65f8,0.037148,0.255898,0.931602,0.767539
8f6d72a1798b,0.076211,0.103555,0.947227,0.787070
8f6e3c822803,0.193398,0.220742,0.853477,0.779258
8f720c533023,0.115273,0.166055,0.915977,0.767539
8f756aa59483,0.095742,0.123086,0.912070,0.787070
8f76751c1125,0.123086,0.236367,0.869102,0.806602
8f76b553f460,0.103555,0.212930,0.876914,0.779258
8f7dd0c6bcd2,0.193398,0.205117,0.880820,0.720664
8f815ac03b8b,0.216836,0.216836,0.830039,0.697227
8f83210b954a,0.099648,0.193398,0.923789,0.837852
8f85a9395bb5,0.099648,0.193398,0.900352,0.763633
8f8c18aa6515,0.091836,0.150430,0.947227,0.763633
8f8ea2340846,0.076211,0.212930,0.943320,0.826133
8f8f46166ab4,0.107461,0.232461,0.880820,0.818320
8f9560ee3faa,0.095742,0.158242,0.923789,0.759727
8f956d292268,0.126992,0.216836,0.853477,0.775352
8f981666db43,0.103555,0.181680,0.923789,0.767539
8f9c3a4282fa,0.126992,0.216836,0.880820,0.798789
8f9db29e2ca1,0.134805,0.298867,0.900352,0.853477
8fa04bc2493b,0.232461,0.201211,0.794883,0.755820
8fa7109c5902,0.126992,0.154336,0.869102,0.720664
8fab9d5d248d,0.119180,0.279336,0.892539,0.818320
8facbd6536d3,0.126992,0.205117,0.900352,0.767539
8faeeb0457d2,0.115273,0.216836,0.927695,0.759727
8fb1a8dcdc25,0.134805,0.142617,0.884727,0.790977
8fb23baf5a98,0.138711,0.209023,0.873008,0.771445
8fb4cb5e351f,0.162148,0.318398,0.912070,0.783164
8fb8ea8ceb7f,0.166055,0.169961,0.869102,0.732383
8fb9a643c086,0.181680,0.193398,0.818320,0.826133
8fbd36b1d38e,0.162148,0.224648,0.822227,0.771445
8fbfcde28877,0.154336,0.169961,0.900352,0.841758
8fbfde8fdbaa,0.115273,0.099648,0.927695,0.853477
8fc0ff50ff98,0.099648,0.142617,0.896445,0.740195
8fc3bd9a169b,0.119180,0.185586,0.841758,0.720664
8fc534049aae,0.111367,0.212930,0.915977,0.826133
8fc976d2a41e,0.064492,0.142617,0.904258,0.853477
8fcc14c25f34,0.080117,0.107461,0.865195,0.826133
8fcd9e8fa82a,0.142617,0.228555,0.900352,0.802695
8fd0860087bd,0.119180,0.162148,0.892539,0.787070
8fd278da4da2,0.080117,0.068398,0.939414,0.759727
8fd2e6feb844,0.119180,0.154336,0.892539,0.806602
8fd4ba4a2dbf,0.080117,0.228555,0.939414,0.841758
8fd51823996a,0.126992,0.201211,0.896445,0.798789
8fd765cd12aa,0.076211,0.185586,0.912070,0.779258
8fd8aa35e12f,0.107461,0.232461,0.880820,0.798789
8fd994b75448,0.037148,0.130898,0.923789,0.763633
8fdb9100c953,0.084023,0.267617,0.900352,0.873008
8fdcebc32481,0.076211,0.185586,0.908164,0.810508
8fdd01045caa,0.166055,0.209023,0.900352,0.701133
8fdf17f63d65,0.064492,0.123086,0.904258,0.794883
8fe53702315e,0.130898,0.326211,0.873008,0.833945
8fe5c9dc8be1,0.084023,0.119180,0.865195,0.728477
8feb263f94df,0.119180,0.193398,0.896445,0.759727
8febdacf2ba7,0.142617,0.244180,0.841758,0.790977
8fef162b87e3,0.173867,0.220742,0.845664,0.767539
8ff274b7f6aa,0.130898,0.236367,0.873008,0.763633
8ff27dea564d,0.084023,0.126992,0.955039,0.744102
8ff48a5af266,0.099648,0.240273,0.876914,0.837852
8ff641e55df5,0.126992,0.197305,0.884727,0.873008
8ff90a14a361,0.060586,0.197305,0.900352,0.833945
900222e34dbe,0.166055,0.220742,0.826133,0.775352
900773e02010,0.099648,0.216836,0.900352,0.779258
900a838a329f,0.154336,0.228555,0.853477,0.810508
900c9ec1c81d,0.123086,0.255898,0.880820,0.810508
900d5014a290,0.154336,0.287148,0.876914,0.748008
90106ec4b8d3,0.169961,0.123086,0.869102,0.857383
90108094c883,0.123086,0.376992,0.880820,0.853477
9010a96334c0,0.209023,0.334023,0.775352,0.736289
9010e6586f5f,0.130898,0.216836,0.830039,0.802695
9011b75a682e,0.041055,0.134805,0.939414,0.830039
90128ef53233,0.134805,0.244180,0.888633,0.779258
9013a3061bd0,0.095742,0.232461,0.908164,0.740195
90161a242315,0.080117,0.220742,0.884727,0.822227
9016a2a2b41b,0.119180,0.236367,0.931602,0.845664
9016b37c91d2,0.119180,0.220742,0.912070,0.876914
90170dca9d05,0.138711,0.357461,0.853477,0.900352
901782ac3b93,0.080117,0.279336,0.896445,0.845664
9017b7736f5b,0.080117,0.212930,0.904258,0.845664
9018bad1170a,0.103555,0.209023,0.873008,0.732383
901ace003efe,0.111367,0.177773,0.943320,0.802695
901b1d7e7218,0.060586,0.158242,0.912070,0.798789
901b7e21f7d3,0.115273,0.142617,0.927695,0.744102
90207a932475,0.076211,0.173867,0.923789,0.748008
9020ccbf5562,0.123086,0.244180,0.880820,0.802695
902116ec2c16,0.115273,0.216836,0.892539,0.783164
90218e2966e3,0.021523,0.248086,0.798789,0.826133
90221bc460a3,0.052773,0.173867,0.947227,0.810508
9022927fcd97,0.056680,0.158242,0.896445,0.822227
9024c11069ca,0.134805,0.201211,0.861289,0.755820
902dc2e03d46,0.064492,0.111367,0.849570,0.720664
902e33d455a1,0.037148,0.130898,0.939414,0.818320
9035dfc4e227,0.076211,0.138711,0.927695,0.833945
9036ab7929e9,0.091836,0.248086,0.880820,0.748008
9037f759908f,0.177773,0.177773,0.822227,0.701133
90386cc308b9,0.220742,0.341836,0.787070,0.775352
903a53018cb4,0.068398,0.166055,0.880820,0.771445
903b1b0301f9,0.056680,0.212930,0.958945,0.767539
903bcaa89573,0.087930,0.185586,0.915977,0.759727
903c74581d8d,0.037148,0.138711,0.951133,0.814414
903d721e5f03,0.099648,0.173867,0.853477,0.744102
9041168470f2,0.166055,0.267617,0.888633,0.790977
9041dfd27e51,0.115273,0.209023,0.876914,0.759727
904516c760f4,0.291055,0.291055,0.611289,0.486289
904638ae8d93,0.142617,0.244180,0.873008,0.751914
9048ce64752a,0.158242,0.162148,0.880820,0.763633
904946e002c7,0.080117,0.205117,0.943320,0.818320
904a5646a495,0.099648,0.224648,0.865195,0.775352
904ade5ccbe0,0.091836,0.142617,0.939414,0.845664
904b0652439b,0.146523,0.259805,0.841758,0.810508
904ba51d767e,0.162148,0.173867,0.845664,0.716758
904f8fb3987d,0.146523,0.306680,0.869102,0.896445
9055bffd976f,0.060586,0.185586,0.919883,0.814414
905778aa188b,0.052773,0.236367,0.908164,0.814414
905785c97071,0.126992,0.209023,0.818320,0.861289
9058f197f690,0.115273,0.232461,0.912070,0.771445
90594464ffbc,0.111367,0.173867,0.935508,0.880820
90595195ac33,0.103555,0.205117,0.927695,0.802695
905adb26baec,0.119180,0.123086,0.810508,0.771445
905dd91c9f26,0.158242,0.201211,0.826133,0.802695
905f1e58a6b1,0.115273,0.201211,0.865195,0.767539
90606268c0ff,0.087930,0.244180,0.923789,0.822227
9066b6529ce4,0.056680,0.232461,0.904258,0.853477
90673ec356c2,0.197305,0.294961,0.837852,0.755820
906766887b03,0.111367,0.189492,0.915977,0.748008
906ab2f0cb3f,0.126992,0.216836,0.900352,0.775352
906b8ac2e758,0.068398,0.251992,0.876914,0.783164
906d2c384c8d,0.115273,0.177773,0.931602,0.783164
906f3d9a75d5,0.123086,0.212930,0.912070,0.748008
